stock_id,name,market,capital,shares,par,source,asof,note
6814,路迦生醫,emerging,418743710,41874371,10,tpex-mopsfin-R,2026-09-03,ok
6815,晶鑽生醫,emerging,397056490,39705649,10,tpex-mopsfin-R,2026-09-03,ok
6816,捷智商訊,emerging,121800000,12180000,10,tpex-mopsfin-R,2026-09-03,ok
6817,溫士頓,emerging,184170000,18417000,10,tpex-mopsfin-R,2026-09-03,ok
6818,連騰,emerging,255030000,25503000,10,tpex-mopsfin-R,2026-09-03,ok
6819,眾智,emerging,339737330,33973733,10,tpex-mopsfin-R,2026-09-03,ok
6820,連訊,emerging,222110000,22211000,10,tpex-mopsfin-R,2026-09-03,ok
6821,聯寶,tpex,,35767479,,universe:2026-09-03,2026-09-04,feed-shares
6823,濾能,tpex,,30533920,,universe:2026-09-03,2026-09-04,feed-shares
6825,和暢科技,emerging,336514480,33651448,10,tpex-mopsfin-R,2026-09-03,ok
6826,和淞,emerging,855400000,85540000,10,tpex-mopsfin-R,2026-09-03,ok
6827,巨生醫,emerging,792935030,79293503,10,tpex-mopsfin-R,2026-09-03,ok
6829,千附精密,tpex,,59169000,,universe:2026-09-03,2026-09-04,feed-shares
6830,汎銓,twse,544136150,54413615,10,twse-opendata-L,2026-09-03,ok
6831,邁科,twse,675000000,67500000,10,twse-opendata-L,2026-09-03,ok
6832,金鼎科,emerging,264106550,26410655,10,tpex-mopsfin-R,2026-09-03,ok
6833,太康精密,emerging,499770000,49977000,10,tpex-mopsfin-R,2026-09-03,ok
6834,天二科技,twse,884710820,88471082,10,twse-opendata-L,2026-09-03,ok
6835,圓裕,twse,661722970,66172297,10,twse-opendata-L,2026-09-03,ok
6838,台新藥,twse,1509771000,150977100,10,twse-opendata-L,2026-09-03,ok
6839,開陽能源,emerging,820197840,82019784,10,tpex-mopsfin-R,2026-09-03,ok
6840,東研信超,tpex,,30767284,,universe:2026-09-03,2026-09-04,feed-shares
6841,長佳智能,tpex,,95223000,,universe:2026-09-03,2026-09-04,feed-shares
6842,瑞宇,emerging,230300000,23030000,10,tpex-mopsfin-R,2026-09-03,ok
6843,進典,tpex,,33304000,,universe:2026-09-03,2026-09-04,feed-shares
6844,諾貝兒,tpex,,37428440,,universe:2026-09-03,2026-09-04,feed-shares
6846,綠茵,tpex,,27066039,,universe:2026-09-03,2026-09-04,feed-shares
6847,普瑞博,emerging,142300000,14230000,10,tpex-mopsfin-R,2026-09-03,ok
6848,拉法醫,emerging,142731600,14273160,10,tpex-mopsfin-R,2026-09-03,ok
6849,奇鼎科技,emerging,419182620,41918262,10,tpex-mopsfin-R,2026-09-03,ok
6850,光鼎生技,emerging,330886600,33088660,10,tpex-mopsfin-R,2026-09-03,ok
6854,錼創科技-KY創,twse,1176786220,117678622,10,twse-opendata-L,2026-09-03,ok
6855,數泓科,tpex,,23249716,,universe:2026-09-02,2026-09-03,feed-shares
6857,宏碁智醫,emerging,152260000,15226000,10,tpex-mopsfin-R,2026-09-03,ok
6858,愛比科技,emerging,272204750,27220475,10,tpex-mopsfin-R,2026-09-03,ok
6859,伯特光,tpex,,41588600,,universe:2026-09-03,2026-09-04,feed-shares
6861,睿生光電,twse,415992500,41599250,10,twse-opendata-L,2026-09-03,ok
6862,三集瑞-KY,twse,500000000,50000000,10,twse-opendata-L,2026-09-03,ok
6863,永道-KY,twse,748880000,74888000,10,twse-opendata-L,2026-09-03,ok
6864,元樟生技,emerging,378747500,37874750,10,tpex-mopsfin-R,2026-09-03,ok
6865,偉康科技,tpex,,15840645,,universe:2026-09-03,2026-09-04,feed-shares
6867,坦德科技,emerging,245000000,24500000,10,tpex-mopsfin-R,2026-09-03,ok
6868,采威國際,emerging,250433500,25043350,10,tpex-mopsfin-R,2026-09-03,ok
6869,雲豹能源,twse,1378300410,137830041,10,twse-opendata-L,2026-09-03,ok
6870,騰雲,tpex,,28462772,,universe:2026-09-03,2026-09-04,feed-shares
6872,浩宇生醫,tpex,,70750511,,universe:2026-09-03,2026-09-04,feed-shares
6873,泓德能源,twse,1426490990,142649099,10,twse-opendata-L,2026-09-03,ok
6874,倍力,tpex,,24156200,,universe:2026-09-03,2026-09-04,feed-shares
6875,國邑*,tpex,,129182804,,universe:2026-09-03,2026-09-04,feed-shares
6876,朗齊生醫*,emerging,1189416337,70528543,,tpex-mopsfin-R,2026-09-03,mismatch:16.864
6877,鏵友益,tpex,,46967122,,universe:2026-09-03,2026-09-04,feed-shares
6878,歐付寶,emerging,726408000,72640800,10,tpex-mopsfin-R,2026-09-03,ok
6879,大江基因,emerging,264585200,26458520,10,tpex-mopsfin-R,2026-09-03,ok
6881,潤德,tpex,,15000000,,universe:2026-09-03,2026-09-04,feed-shares
6882,甲尚,emerging,231990650,23199065,10,tpex-mopsfin-R,2026-09-03,ok
6884,海柏特,tpex,,18390000,,universe:2026-09-03,2026-09-04,feed-shares
6885,全福生技,twse,1330610000,133061000,10,twse-opendata-L,2026-09-03,ok
6886,遠東生技,emerging,318100000,31810000,10,tpex-mopsfin-R,2026-09-03,ok
6887,寶綠特-KY,twse,742055120,74205512,10,twse-opendata-L,2026-09-03,ok
6890,來億-KY,twse,2502958040,250295804,10,twse-opendata-L,2026-09-03,ok
6891,樂迦再生,emerging,2006422500,200642250,10,tpex-mopsfin-R,2026-09-03,ok
6892,台寶生醫,emerging,940152280,94015228,10,tpex-mopsfin-R,2026-09-03,ok
6894,衛司特,tpex,,23800000,,universe:2026-09-03,2026-09-04,feed-shares
6895,宏碩系統,tpex,,34100000,,universe:2026-09-03,2026-09-04,feed-shares
6898,程曦資訊,emerging,290161130,29016113,10,tpex-mopsfin-R,2026-09-03,ok
6899,創為精密,tpex,,42398491,,universe:2026-09-03,2026-09-04,feed-shares
6901,鑽石投資,twse,8533600000,853360000,10,twse-opendata-L,2026-09-03,ok
6902,GOGOLOOK,twse,355299480,35529948,10,twse-opendata-L,2026-09-03,ok
6903,巨漢,tpex,,66676000,,universe:2026-09-03,2026-09-04,feed-shares
6904,伯鑫,tpex,,18500000,,universe:2026-09-02,2026-09-03,feed-shares
6906,現觀科,twse,335374000,33537400,10,twse-opendata-L,2026-09-03,ok
6907,雅特力-KY,tpex,,62542400,,universe:2026-09-03,2026-09-04,feed-shares
6908,宏碁遊戲-創,twse,371800000,37180000,10,twse-opendata-L,2026-09-03,ok
6909,創控,twse,672126000,67212600,10,twse-opendata-L,2026-09-03,ok
6910,德鴻,tpex,,30521000,,universe:2026-09-03,2026-09-04,feed-shares
6911,群運,emerging,220000000,22000000,10,tpex-mopsfin-R,2026-09-03,ok
6912,益鈞環科*,emerging,144000000,144000000,1,tpex-mopsfin-R,2026-09-03,ok
6913,鴻呈,tpex,,43848863,,universe:2026-09-03,2026-09-04,feed-shares
6914,阜爾運通,twse,662260000,66226000,10,twse-opendata-L,2026-09-03,ok
6915,美強光,emerging,353000000,35300000,10,tpex-mopsfin-R,2026-09-03,ok
6916,華凌,twse,675000000,67500000,10,twse-opendata-L,2026-09-03,ok
6917,竟天,emerging,552720000,55272000,10,tpex-mopsfin-R,2026-09-03,ok
6918,愛派司,twse,345710000,34571000,10,twse-opendata-L,2026-09-03,ok
6919,康霈*,twse,778600430,1557200860,,twse-opendata-L,2026-09-03,mismatch:0.500
6920,恆勁科技,emerging,2072190190,207219019,10,tpex-mopsfin-R,2026-09-03,ok
6921,嘉雨思-創,twse,318369410,31836941,10,twse-opendata-L,2026-09-03,ok
6922,宸曜,tpex,,27155385,,universe:2026-09-03,2026-09-04,feed-shares
6923,中台,twse,904390000,90439000,10,twse-opendata-L,2026-09-03,ok
6924,榮惠-KY創,twse,206240000,20624000,10,twse-opendata-L,2026-09-03,ok
6925,意藍,tpex,,20000300,,universe:2026-09-03,2026-09-04,feed-shares
6926,聖安生醫,emerging,498000000,49800000,10,tpex-mopsfin-R,2026-09-03,ok
6927,聯合聚晶,emerging,382361250,38236125,10,tpex-mopsfin-R,2026-09-03,ok
6928,攸泰科技,twse,860000000,86000000,10,twse-opendata-L,2026-09-03,ok
6929,佑全,tpex,,45090000,,universe:2026-09-03,2026-09-04,feed-shares
6931,青松健康,twse,661521600,66152160,10,twse-opendata-L,2026-09-03,ok
6932,水星生醫*,emerging,107367981,429471927,,tpex-mopsfin-R,2026-09-03,mismatch:0.250
6933,AMAX-KY,twse,424428000,42442800,10,twse-opendata-L,2026-09-03,ok
6934,心誠鎂,twse,361303040,36130304,10,twse-opendata-L,2026-09-03,ok
6935,王子製藥,emerging,374100000,37410000,10,tpex-mopsfin-R,2026-09-03,ok
6936,永鴻生技,twse,728040000,72804000,10,twse-opendata-L,2026-09-03,ok
6937,天虹,twse,676552630,67655263,10,twse-opendata-L,2026-09-03,ok
6938,藍新資訊,emerging,125700000,12570000,10,tpex-mopsfin-R,2026-09-03,ok
6939,啟弘生技,emerging,353991610,35399161,10,tpex-mopsfin-R,2026-09-03,ok
6940,格斯科技*,emerging,801282375,320512950,,tpex-mopsfin-R,2026-09-03,mismatch:2.500
6944,兆聯實業,twse,996942860,99694286,10,twse-opendata-L,2026-09-03,ok
6945,圓祥生技,tpex,,97531160,,universe:2026-09-03,2026-09-04,feed-shares
6946,三地能源,emerging,3238000000,323800000,10,tpex-mopsfin-R,2026-09-03,ok
6947,台鎔科技,twse,1061263340,106126334,10,twse-opendata-L,2026-09-03,ok
6950,科科科技-KY,emerging,1729258670,172925867,10,tpex-mopsfin-R,2026-09-03,ok
6951,青新-創,twse,520000000,52000000,10,twse-opendata-L,2026-09-03,ok
6952,大武山,twse,683450000,68345000,10,twse-opendata-L,2026-09-03,ok
6953,家碩,tpex,,30014600,,universe:2026-09-03,2026-09-04,feed-shares
6955,邦睿生技-創,twse,248007850,24800785,10,twse-opendata-L,2026-09-03,ok
6957,裕慶-KY,twse,555603140,55560314,10,twse-opendata-L,2026-09-03,ok
6958,日盛台駿,twse,4412893600,401289360,,twse-opendata-L,2026-09-03,mismatch:10.997
6959,兆捷科技,emerging,391674000,39167400,10,tpex-mopsfin-R,2026-09-03,ok
6961,旅天下,tpex,,26834000,,universe:2026-09-03,2026-09-04,feed-shares
6962,奕力-KY,twse,4923965650,492396565,10,twse-opendata-L,2026-09-03,ok
6963,品元,emerging,159719660,15971966,10,tpex-mopsfin-R,2026-09-03,ok
6965,中傑-KY,twse,1563360000,156336000,10,twse-opendata-L,2026-09-03,ok
6967,汎瑋材料,tpex,,30404477,,universe:2026-09-03,2026-09-04,feed-shares
6968,萬達寵物,tpex,,50436279,,universe:2026-09-03,2026-09-04,feed-shares
6969,成信實業*-創,twse,709197208,43857189,,twse-opendata-L,2026-09-03,mismatch:16.171
6971,惠民實業,tpex,,38668000,,universe:2026-09-03,2026-09-04,feed-shares
6972,博瑞達應材,emerging,229346860,22934686,10,tpex-mopsfin-R,2026-09-03,ok
6973,永立榮,emerging,408030000,40803000,10,tpex-mopsfin-R,2026-09-03,ok
6976,育世博-KY,emerging,5828671100,582867110,10,tpex-mopsfin-R,2026-09-03,ok
6977,聯純,emerging,140000000,14000000,10,tpex-mopsfin-R,2026-09-03,ok
6979,勝釩,emerging,120000000,12000000,10,tpex-mopsfin-R,2026-09-03,ok
6980,鐳洋科技,emerging,300000000,30000000,10,tpex-mopsfin-R,2026-09-03,ok
6982,大井泵浦,tpex,,40752381,,universe:2026-09-03,2026-09-04,feed-shares
6983,華洋精機,tpex,,18020000,,universe:2026-09-03,2026-09-04,feed-shares
6984,ACpay,emerging,192393730,19239373,10,tpex-mopsfin-R,2026-09-03,ok
6986,和迅,tpex,,52134000,,universe:2026-09-03,2026-09-04,feed-shares
6987,寶晶能源*,emerging,3777745225,224467500,,tpex-mopsfin-R,2026-09-03,mismatch:16.830
6988,威力暘-創,twse,476000000,47600000,10,twse-opendata-L,2026-09-03,ok
6990,華鉬,emerging,641719480,64171948,10,tpex-mopsfin-R,2026-09-03,ok
6992,萬勝發科技,emerging,256990000,25699000,10,tpex-mopsfin-R,2026-09-03,ok
6994,富威電力,twse,741620710,74162071,10,twse-opendata-L,2026-09-03,ok
6995,野獸國,emerging,270000000,27000000,10,tpex-mopsfin-R,2026-09-03,ok
6996,力領科技,tpex,,41997833,,universe:2026-09-03,2026-09-04,feed-shares
6997,博弘,tpex,,22100500,,universe:2026-09-03,2026-09-04,feed-shares
6999,瀚醫生技,emerging,231158330,23115833,10,tpex-mopsfin-R,2026-09-03,ok
7402,邑錡,tpex,,35280646,,universe:2026-09-03,2026-09-04,feed-shares
7415,元澄半導體,emerging,300000000,30000000,10,tpex-mopsfin-R,2026-09-03,ok
7418,香繼光,emerging,275543070,27554307,10,tpex-mopsfin-R,2026-09-03,ok
7419,達勝,emerging,400000000,40000000,10,tpex-mopsfin-R,2026-09-03,ok
7422,鴻林堂,emerging,232720000,23272000,10,tpex-mopsfin-R,2026-09-03,ok
7427,華上生醫,emerging,540262350,54026235,10,tpex-mopsfin-R,2026-09-03,ok
7443,凡事康,emerging,220000000,22000000,10,tpex-mopsfin-R,2026-09-03,ok
7455,樺緯物聯,emerging,255000000,25500000,10,tpex-mopsfin-R,2026-09-03,ok
7507,環拓科技,emerging,1020999740,102099974,10,tpex-mopsfin-R,2026-09-03,ok
7516,清淨海,emerging,193089280,19308928,10,tpex-mopsfin-R,2026-09-03,ok
7530,鋒魁科技,emerging,465000000,46500000,10,tpex-mopsfin-R,2026-09-03,ok
7547,碩網,tpex,,33963000,,universe:2026-09-03,2026-09-04,feed-shares
7551,知識科技,emerging,121000000,12100000,10,tpex-mopsfin-R,2026-09-03,ok
7556,意德士,tpex,,29083868,,universe:2026-09-03,2026-09-04,feed-shares
7558,群利科技,emerging,186207570,18620757,10,tpex-mopsfin-R,2026-09-03,ok
7561,光晟生技,emerging,300852620,30085262,10,tpex-mopsfin-R,2026-09-03,ok
7562,博來科技,emerging,225535400,22553540,10,tpex-mopsfin-R,2026-09-03,ok
7566,亞果遊艇,emerging,1597726470,159772647,10,tpex-mopsfin-R,2026-09-03,ok
7578,利百景,emerging,600733710,60073371,10,tpex-mopsfin-R,2026-09-03,ok
7583,國際海洋,emerging,245748120,24574812,10,tpex-mopsfin-R,2026-09-03,ok
7584,樂意,tpex,,17055469,,universe:2026-09-03,2026-09-04,feed-shares
7590,怡和國際,emerging,1223792640,122379264,10,tpex-mopsfin-R,2026-09-03,ok
7595,世基生醫,emerging,504650000,50465000,10,tpex-mopsfin-R,2026-09-03,ok
7607,通用幹細胞*,emerging,270172143,36653000,,tpex-mopsfin-R,2026-09-03,mismatch:7.371
7610,聯友金屬-創,twse,583054560,58305456,10,twse-opendata-L,2026-09-03,ok
7631,聚賢研發-創,twse,201420000,20142000,10,twse-opendata-L,2026-09-03,ok
7642,昶瑞機電,tpex,,30150000,,universe:2026-09-03,2026-09-04,feed-shares
7669,碩正科技,emerging,220000000,22000000,10,tpex-mopsfin-R,2026-09-03,ok
7686,捷立康,emerging,501100000,50110000,10,tpex-mopsfin-R,2026-09-03,ok
7689,大鵬科CLMX,twse,585072500,58507250,10,twse-opendata-L,2026-09-03,ok
7702,前端風電,emerging,660000000,66000000,10,tpex-mopsfin-R,2026-09-03,ok
7703,銳澤,tpex,,34745000,,universe:2026-09-03,2026-09-04,feed-shares
7704,明遠精密,tpex,,33769804,,universe:2026-09-03,2026-09-04,feed-shares
7705,三商餐飲,twse,660673040,66067304,10,twse-opendata-L,2026-09-03,ok
7706,宏碁創達,emerging,100000000,10000000,10,tpex-mopsfin-R,2026-09-03,ok
7707,益芯科,emerging,457000000,45700000,10,tpex-mopsfin-R,2026-09-03,ok
7708,全家餐飲,tpex,,25500000,,universe:2026-09-03,2026-09-04,feed-shares
7709,榮田,tpex,,39102740,,universe:2026-09-03,2026-09-04,feed-shares
7710,東擎科技,emerging,639055800,63905580,10,tpex-mopsfin-R,2026-09-03,ok
7711,永擎,twse,717004450,71700445,10,twse-opendata-L,2026-09-03,ok
7712,博盛半導體,tpex,,32561873,,universe:2026-09-03,2026-09-04,feed-shares
7713,威力德生醫,tpex,,45478843,,universe:2026-09-03,2026-09-04,feed-shares
7714,創泓科技,tpex,,21000000,,universe:2026-09-03,2026-09-04,feed-shares
7715,裕山,tpex,,32756500,,universe:2026-09-03,2026-09-04,feed-shares
7716,昱臺國際,tpex,,22500000,,universe:2026-09-03,2026-09-04,feed-shares
7717,萊德光電-KY,tpex,,24831518,,universe:2026-09-03,2026-09-04,feed-shares
7718,友鋮,tpex,,46356484,,universe:2026-09-03,2026-09-04,feed-shares
7719,碳基,emerging,360000000,36000000,10,tpex-mopsfin-R,2026-09-03,ok
7721,微程式,twse,553700000,55370000,10,twse-opendata-L,2026-09-03,ok
7722,LINEPAY,twse,714000000,71400000,10,twse-opendata-L,2026-09-03,ok
7723,築間,tpex,,49619550,,universe:2026-09-03,2026-09-04,feed-shares
7724,諾亞克,emerging,353808310,35380831,10,tpex-mopsfin-R,2026-09-03,ok
7725,列特博,emerging,483266330,48326633,10,tpex-mopsfin-R,2026-09-03,ok
7726,暄達,emerging,203040000,20304000,10,tpex-mopsfin-R,2026-09-03,ok
7728,光焱科技,tpex,,13992621,,universe:2026-09-03,2026-09-04,feed-shares
7729,仲恩生醫,emerging,806822410,80682241,10,tpex-mopsfin-R,2026-09-03,ok
7730,暉盛-創,twse,367967310,36796731,10,twse-opendata-L,2026-09-03,ok
7731,火星生技*,emerging,130495143,521980572,,tpex-mopsfin-R,2026-09-03,mismatch:0.250
7732,金興精密,twse,646800000,64680000,10,twse-opendata-L,2026-09-03,ok
7734,印能科技,tpex,,28000000,,universe:2026-09-03,2026-09-04,feed-shares
7735,台智雲,emerging,433310000,43331000,10,tpex-mopsfin-R,2026-09-03,ok
7736,虎山,twse,760000000,76000000,10,twse-opendata-L,2026-09-03,ok
7737,凱鈿,emerging,297377850,29737785,10,tpex-mopsfin-R,2026-09-03,ok
7738,東聯互動,tpex,,27355799,,universe:2026-09-03,2026-09-04,feed-shares
7740,熙特爾-創,twse,600000000,60000000,10,twse-opendata-L,2026-09-03,ok
7742,天弘化,emerging,663750000,66375000,10,tpex-mopsfin-R,2026-09-03,ok
7743,金利食安,tpex,,36483338,,universe:2026-09-03,2026-09-04,feed-shares
7744,崴寶,tpex,,32076710,,universe:2026-09-03,2026-09-04,feed-shares
7745,紅陽,emerging,179500000,17950000,10,tpex-mopsfin-R,2026-09-03,ok
7747,昕奇雲端,tpex,,30168600,,universe:2026-09-03,2026-09-04,feed-shares
7748,鑫囍創業,emerging,145000000,14500000,10,tpex-mopsfin-R,2026-09-03,ok
7749,意騰-KY,twse,464857280,46485728,10,twse-opendata-L,2026-09-03,ok
7750,新代,twse,718430000,71843000,10,twse-opendata-L,2026-09-03,ok
7751,竑騰,tpex,,26888600,,universe:2026-09-03,2026-09-04,feed-shares
7752,世紀樺欣,emerging,2000000000,200000000,10,tpex-mopsfin-R,2026-09-03,ok
7753,星亞,tpex,,25000000,,universe:2026-09-03,2026-09-04,feed-shares
7754,安基生技,emerging,1009390390,100939039,10,tpex-mopsfin-R,2026-09-03,ok
7756,多那之,emerging,212830000,21283000,10,tpex-mopsfin-R,2026-09-03,ok
7757,金色三麥,tpex,,24100000,,universe:2026-09-02,2026-09-03,feed-shares
7758,睿騰能源,emerging,161000000,16100000,10,tpex-mopsfin-R,2026-09-03,ok
7759,視航生醫,emerging,703421590,70342159,10,tpex-mopsfin-R,2026-09-03,ok
7760,享溫馨,twse,660480000,66048000,10,twse-opendata-L,2026-09-03,ok
7761,三大未來,emerging,289000000,28900000,10,tpex-mopsfin-R,2026-09-03,ok
7762,吉晟生,emerging,580913340,58091334,10,tpex-mopsfin-R,2026-09-03,ok
7763,崇舜,emerging,600143490,60014349,10,tpex-mopsfin-R,2026-09-03,ok
7764,聖州,emerging,600000000,60000000,10,tpex-mopsfin-R,2026-09-03,ok
7765,中華資安,twse,406810000,40681000,10,twse-opendata-L,2026-09-03,ok
7767,仁大資訊,tpex,,30100000,,universe:2026-09-03,2026-09-04,feed-shares
7768,頌勝科技,twse,700650000,70065000,10,twse-opendata-L,2026-09-03,ok
7769,鴻勁,twse,1799300000,179930000,10,twse-opendata-L,2026-09-03,ok
7770,君曜,tpex,,30062053,,universe:2026-09-03,2026-09-04,feed-shares
7771,綠基,emerging,200127270,20012727,10,tpex-mopsfin-R,2026-09-03,ok
7772,耀穎,tpex,,26498600,,universe:2026-09-03,2026-09-04,feed-shares
7773,富禾生醫,emerging,399112090,39911209,10,tpex-mopsfin-R,2026-09-03,ok
7776,奧孟亞,emerging,491015200,49101520,10,tpex-mopsfin-R,2026-09-03,ok
7777,能率亞洲,tpex,,202606250,,universe:2026-09-03,2026-09-04,feed-shares
7779,鍇睿國際,emerging,161050000,16105000,10,tpex-mopsfin-R,2026-09-03,ok
7780,大研生醫*,twse,810024170,810024170,1,twse-opendata-L,2026-09-03,ok
7781,昕力資*,emerging,324840430,649680860,,tpex-mopsfin-R,2026-09-03,mismatch:0.500
7782,光速火箭,tpex,,23213000,,universe:2026-09-03,2026-09-04,feed-shares
7783,佳運,emerging,624448000,62444800,10,tpex-mopsfin-R,2026-09-03,ok
7784,安邦生技*,emerging,1145133597,187601488,,tpex-mopsfin-R,2026-09-03,mismatch:6.104
7785,北祥科服,emerging,333393690,33339369,10,tpex-mopsfin-R,2026-09-03,ok
7786,東方風能,twse,1759539440,175953944,10,twse-opendata-L,2026-09-03,ok
7788,松川精密,twse,797459930,79745993,10,twse-opendata-L,2026-09-03,ok
7789,開展,emerging,211836290,21183629,10,tpex-mopsfin-R,2026-09-03,ok
7790,思必瑞特,emerging,185846680,18584668,10,tpex-mopsfin-R,2026-09-03,ok
7791,皇家可口,twse,800000000,80000000,10,twse-opendata-L,2026-09-03,ok
7792,安葆,tpex,,46662000,,universe:2026-09-03,2026-09-04,feed-shares
7794,宏碁智新,tpex,,28000000,,universe:2026-09-03,2026-09-04,feed-shares
7795,長廣,twse,788285000,78828500,10,twse-opendata-L,2026-09-03,ok
7796,擷發科,emerging,229630000,22963000,10,tpex-mopsfin-R,2026-09-03,ok
7797,Q Burger,emerging,222450000,22245000,10,tpex-mopsfin-R,2026-09-03,ok
7798,將捷,emerging,3241264000,324126400,10,tpex-mopsfin-R,2026-09-03,ok
7799,禾榮科,twse,1582450000,158245000,10,twse-opendata-L,2026-09-03,ok
7801,華芸科技,emerging,183000000,18300000,10,tpex-mopsfin-R,2026-09-03,ok
7803,雲象科技-創,twse,944128880,94412888,10,twse-opendata-L,2026-09-03,ok
7805,威聯通,tpex,,39750122,,universe:2026-09-03,2026-09-04,feed-shares
7806,精華生醫,emerging,292530000,29253000,10,tpex-mopsfin-R,2026-09-03,ok
7808,訊聯智藥,emerging,700000000,70000000,10,tpex-mopsfin-R,2026-09-03,ok
7810,捷創科技,tpex,,20250000,,universe:2026-09-03,2026-09-04,feed-shares
7811,民盛,tpex,,33377000,,universe:2026-09-03,2026-09-04,feed-shares
7812,稜研科技*,emerging,1511525594,60418521,,tpex-mopsfin-R,2026-09-03,mismatch:25.018
7813,宇辰系統,emerging,191959000,19195900,10,tpex-mopsfin-R,2026-09-03,ok
7814,海昌生技,tpex,,45000000,,universe:2026-09-03,2026-09-04,feed-shares
7815,新特,emerging,329756310,32975631,10,tpex-mopsfin-R,2026-09-03,ok
7816,來穎,emerging,292782110,29278211,10,tpex-mopsfin-R,2026-09-03,ok
7818,溢泰實業,twse,1679460000,167946000,10,twse-opendata-L,2026-09-03,ok
7819,精誠金融,tpex,,25263500,,universe:2026-09-03,2026-09-04,feed-shares
7820,立盈,tpex,,37768096,,universe:2026-09-03,2026-09-04,feed-shares
7821,神數,twse,1219133000,121913300,10,twse-opendata-L,2026-09-03,ok
7822,倍利科,twse,455607630,45560763,10,twse-opendata-L,2026-09-03,ok
7823,奧義賽博-KY創,twse,334908900,33490890,10,twse-opendata-L,2026-09-03,ok
7824,智寶,emerging,313371450,31337145,10,tpex-mopsfin-R,2026-09-03,ok
7825,和亞智慧,emerging,231145000,23114500,10,tpex-mopsfin-R,2026-09-03,ok
7826,極風雲創,emerging,120000000,12000000,10,tpex-mopsfin-R,2026-09-03,ok
7827,漢康-KY創,twse,1399722620,139972262,10,twse-opendata-L,2026-09-03,ok
7828,創新服務,tpex,,40493911,,universe:2026-09-03,2026-09-04,feed-shares
7829,思捷優達-KY,emerging,993881600,99388160,10,tpex-mopsfin-R,2026-09-03,ok
7831,捷博,emerging,134012280,13401228,10,tpex-mopsfin-R,2026-09-03,ok
7832,智新生技*,emerging,580000000,580000000,1,tpex-mopsfin-R,2026-09-03,ok
7833,綠岩能源,emerging,430110240,43011024,10,tpex-mopsfin-R,2026-09-03,ok
7835,永悅健康-創,twse,465443670,46544367,10,twse-opendata-L,2026-09-03,ok
7836,智生活,emerging,495000000,49500000,10,tpex-mopsfin-R,2026-09-03,ok
7837,啟新生,emerging,228002540,22800254,10,tpex-mopsfin-R,2026-09-03,ok
7839,達人網,tpex,,15096025,,universe:2026-09-03,2026-09-04,feed-shares
7840,祥圃,emerging,340000000,34000000,10,tpex-mopsfin-R,2026-09-03,ok
7841,經貿聯網,emerging,242004320,24200432,10,tpex-mopsfin-R,2026-09-03,ok
7842,天能綠電,tpex,,18250000,,universe:2026-09-03,2026-09-04,feed-shares
7843,英柏得,emerging,334400000,33440000,10,tpex-mopsfin-R,2026-09-03,ok
7846,德揚,emerging,344116520,34411652,10,tpex-mopsfin-R,2026-09-03,ok
7847,豊漁,emerging,290000000,29000000,10,tpex-mopsfin-R,2026-09-03,ok
7848,騏億鑫,emerging,333760000,33376000,10,tpex-mopsfin-R,2026-09-03,ok
7849,旭誼,emerging,118923420,11892342,10,tpex-mopsfin-R,2026-09-03,ok
7850,寶泰生醫,emerging,976587500,97658750,10,tpex-mopsfin-R,2026-09-03,ok
7851,慧康生技*-KY,emerging,338455725,67691145,5,tpex-mopsfin-R,2026-09-03,ok
7853,政美應用,emerging,482470000,48247000,10,tpex-mopsfin-R,2026-09-03,ok
7854,佐茂,emerging,403000000,40300000,10,tpex-mopsfin-R,2026-09-03,ok
7855,和運租車,twse,1925279280,192527928,10,twse-opendata-L,2026-09-03,ok
7856,漢測,emerging,271770000,27177000,10,tpex-mopsfin-R,2026-09-03,ok
7857,合水先進,emerging,534875990,53487599,10,tpex-mopsfin-R,2026-09-03,ok
7858,芝普,emerging,222370070,22237007,10,tpex-mopsfin-R,2026-09-03,ok
7860,得生製藥,emerging,320000000,32000000,10,tpex-mopsfin-R,2026-09-03,ok
7861,貝爾威勒,emerging,646000000,64600000,10,tpex-mopsfin-R,2026-09-03,ok
7862,聚泰,emerging,400000000,40000000,10,tpex-mopsfin-R,2026-09-03,ok
7863,中科物流,emerging,300000000,30000000,10,tpex-mopsfin-R,2026-09-03,ok
7865,金聯成,emerging,251240000,25124000,10,tpex-mopsfin-R,2026-09-03,ok
7866,丹立,emerging,431712130,43171213,10,tpex-mopsfin-R,2026-09-03,ok
7867,特力屋,emerging,960000000,96000000,10,tpex-mopsfin-R,2026-09-03,ok
7868,聖育,emerging,222396460,22239646,10,tpex-mopsfin-R,2026-09-03,ok
7869,宏于電機,emerging,272410000,27241000,10,tpex-mopsfin-R,2026-09-03,ok
7870,聯剛科技,emerging,184000000,18400000,10,tpex-mopsfin-R,2026-09-03,ok
7871,安立璽榮-KY,emerging,1342781940,134278194,10,tpex-mopsfin-R,2026-09-03,ok
7872,登豐,emerging,300000000,30000000,10,tpex-mopsfin-R,2026-09-03,ok
7873,瑞峰,emerging,1498520000,149852000,10,tpex-mopsfin-R,2026-09-03,ok
7875,安圖斯,emerging,200000000,20000000,10,tpex-mopsfin-R,2026-09-03,ok
7876,鼎晉生技,emerging,1072617500,107261750,10,tpex-mopsfin-R,2026-09-03,ok
7877,海利普,emerging,388566850,38856685,10,tpex-mopsfin-R,2026-09-03,ok
