Date,SecuritiesCompanyCode,CompanyName,CompanyAbbreviation,Registration,SecuritiesIndustryCode,Address,UnifiedBusinessNo.,Chairman,GeneralManager,Spokesman,TitleOfSpokesman,DeputySpokesperson,Telephone,DateOfIncorporation,DateOfListing,ParValueOfCommonStock,Paidin.Capital.NTDollars,PrivateStock.shares,PreferredStock.shares,PreparationOfFinancialReportType,StockTransferAgent,StockTransferAgentTelephone,StockTransferAgentAddress,AccountingFirm,CPA.CharteredPublicAccountant.First,CPA.CharteredPublicAccountant.Second,Symbol,Fax,EmailAddress,WebAddress,IssueShares
1150908,6629,泰金投資控股股份有限公司,泰金-KY,KY 開曼群島                                                    ,38,"13F., No.152, Songjiang Rd.,Zhongshan Dist., Taipei CityTaipei, Taiwan",76347621,許偵容,許文誌,黃晟修,財務長,張佩琪,02-25149960,20160203,20190606,新台幣                 10.0000元,383795630,0,0,1,中國信託商業銀行代理部,02-66365566,台北市中正區重慶南路一段83號5樓,安侯建業聯合會計師事務所,張純怡,江家齊,TK-KY,02-25149961,patty@royalfth.com,www.thai-kin.com,38379563
1150908,6637,醫影股份有限公司,醫影,－ ,22,"19F.-2, No.510, Sec. 5, Zhongsiao E. Rd., Xinyi Dist., Taipei CityTaiwan(R.O.C)",86700973,謝穗徽,謝穗徽,陳韻如,財務長,何嘉娣,02-27279535,19920507,20240618,新台幣                 10.0000元,268100000,0,0,1,永豐金證券股務代理部,(02)2381-6288,100台北市博愛路17號 3樓,安侯建業聯合會計師事務所,洪士剛,傅泓文,MIC,02-27271655,mic.tw@msa.hinet.net,http://www.mic-tw.com,26810000
1150908,6640,均華精密工業股份有限公司,均華,－ ,24,"No. 2-1, Minsheng Street, Tucheng District,New Taipei City 23679, Taiwan",53186146,梁又文,石敦智,石敦智,總經理,何雅雯,22682216,20101015,20181023,新台幣                 10.0000元,289115000,0,0,1,凱基證券(股)公司股務代理部,23892999,10044台北市重慶南路1段2號5樓,資誠聯合會計師事務所,吳偉豪,江采燕,GMM,22680665,investor@gmmcorp.com.tw,https://www.gmmcorp.com.tw/,28911500
1150908,6642,富致科技股份有限公司,富致,－ ,28,"No.111 Wu-Gung 1 Road. Wu Gu Dist.,New Taipei City, Taiwan",70670235,陳繼聖,陳繼聖,吳敏男,管理部協理,卓巧婷,02-89902113,19991202,20190923,新台幣                 10.0000元,373996620,0,0,1,永豐金證券股務代理部,02-23816288,台北市中正區博愛路17號3樓,資誠聯合會計師事務所,林雅慧,阮呂曼玉,FUZETEC,02-89902110,ir@fuzetec.com.tw,www.fuzetec.com,37399662
1150908,6643,&#20870;星科技股份有限公司,M31,－ ,24,"9F, No.8, Taiyuan 2nd St.,Zhubei City, Hsinchu County, Taiwan",53621915,陳慧玲,張原熏,張原熏,總經理,黃雁君,(03)560-1866,20111021,20190123,新台幣                 10.0000元,426201600,530000,0,1,永豐金證券股份有限公司股代部,(02)2381-6288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,蔡美貞,&#28201;智源,M31,(03)560-1868,ir@m31tech.com,https://www.m31tech.com,42620160
1150908,6649,台灣生醫材料股份有限公司,台生材,－ ,22,"1F., No. 188, Sec. 1, Shengyi Rd.,Hsinchu Science Park,Zhubei City,Hsinchu County,Taiwan,R.O.C",54008079,宗緒福,馬茂&#23791;,王文熙,業務副總,李允泉,03-6683088,20121112,20190605,新台幣                 10.0000元,420000000,0,0,2,元大證券股務代理部,02-25865859,臺北市大安區敦化南路2段67號地下一樓,安侯建業聯合會計師事務所,黃海寧,呂倩慧,TWBM,03-6683099,investor@twbm.com.tw,www.twbm.com.tw,42000000
1150908,6651,全宇昕科技股份有限公司,全宇昕,－ ,24,"15F-7,No716,Zhongzheng Rd.,Zhonghe District,New Taipei City Taiwan",13063718,李徐華,李徐華,李徐華,董事長兼總經理,陳秀茹,(02)82273827,20020410,20210201,新台幣                 10.0000元,346015410,0,0,2,福邦證券股份有限公司,(02)23711658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,蔡宗遠,張耿禧,CYSTEK,(02)77315510,spokesperson@cystek.com.tw,http://www.cystekec.com,34601541
1150908,6654,天正國際精密機械股份有限公司,天正國際,－ ,31,"No. 2, Renfa 6th Rd., Renwu Dist.Kaohsiung City 814018, Taiwan( R.O.C.)",53900846,萬文財,陳博鈞,郭彥甫,財務長,梁昱文,(07)371-3213,20121226,20181023,新台幣                 10.0000元,409627200,7700000,0,1,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,許瑞軒,劉承翰,TZI,(07)371-0670,tian-zheng@tz-int.com,http://www.tz-int-ltd.com,40962720
1150908,6661,威健股份有限公司,威健生技,－ ,22,"12F., No.3, Park St., Nangang Dist.,Taipei City 115, Taiwan (R.O.C.)",80158777,陳貴弘,林怡杏,陳盈任,管理處副總經理,方韶瓏,(02)66160001,20030130,20210127,新台幣                 10.0000元,233042480,0,0,1,兆豐證券股務代理部,(02)33930898,台北市忠孝東路二段95號,勤業眾信聯合會計師事務所,陳文香,蘇郁琇,WELGENE,(02)26557569,80158777@welgene.com.tw,http：//www.welgene.com.tw,23304248
1150908,6662,樂斯科生物科技股份有限公司,樂斯科,－ ,22,"2F., No. 316, Chongyang Rd.,Nangang Dist., Taipei City 11573, Taiwan",12862410,陳永豪,陳永豪,陳永煥,策劃暨專案發展部協理,張志豪,02-26518669,20010510,20190326,新台幣                 10.0000元,256124000,0,0,2,中國信託商業銀行 代理部,02-66365566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,翁博仁,薛峻泯,BioLASCO,02-26518969,investor@biolasco.com.tw,www.biolasco.com.tw,25612400
1150908,6664,群翊工業股份有限公司,群翊,－ ,28,"No.188, Heping Rd.,Yangmei Dist., Taoyuan City 326, Taiwan",23555277,陳安順,李榮坤,余添和,副總經理,洪健庭,03-4853536,19900124,20180912,新台幣                 10.0000元,608065700,0,0,1,福邦證券股份有限公司股務代理部,02-23711658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,陳蓓琪,許明芳,Group Up,03-4856336,gp@gpline.com.tw,http://www.gpline.com.tw/,60806570
1150908,6667,信紘科技股份有限公司,信紘科,－ ,31,"No.66, Youyi Rd.,Zhunan Township, Miaoli County , Taiwan",89728356,簡士堡,龔楚喬,林欣德,共同執行長,龔楚喬,037-580791,19951017,20181113,新台幣                 10.0000元,492788780,0,0,1,第一金證券(股)公司股務代理部,02-2563-5711,台北市大安區安和路一段27號六樓,勤業眾信聯合會計師事務所,胡家熀,蔡侑玲,Trusval,037-580792,IR@trusval.com.tw,http://www.trusval.com.tw,49278878
1150908,6679,鈺太科技股份有限公司,鈺太,－ ,24,"5F.,No.6-1,Dusing Rd., Hsinchu Science ParkHsinchu City,Taiwan",27979753,邱景宏,邱景宏,林俊弘,財務協理,李政衛,035777509,20051212,20190509,新台幣                 10.0000元,549753350,0,0,1,福邦證券股份有限公司,0223711658,台北市中正區忠孝西路一段六號六樓,勤業眾信聯合會計師事務所,林心彤,高逸欣,ZILLTEK,035777390,ir@zilltek.com,www.zilltek.com,54975335
1150908,6680,鑫創電子股份有限公司,鑫創電子,－ ,25,"8F., No. 95, Zhongyuan St.,Zhonghe Dist., New Taipei City ,Taiwan",24332747,許育瑞,許育瑞,張甄珍,協理,柯淑萍,(02)82280101,20090320,20190916,新台幣                 10.0000元,239542100,0,0,1,兆豐證券股份有限公司股務代理部,(02)33930898,台北巿忠孝東路二段95號1樓,安侯建業聯合會計師事務所,王怡文,簡思娟,SINTRONES,(02)82280100,ir@sintrones.com,http://www.sintrones.com/,23954210
1150908,6683,雍智科技股份有限公司,雍智科技,－ ,24,"9F-2, No. 33, Huanke 1st Rd., Zhubei City,Hsinchu County, Taiwan (R.O.C.)",28398895,李職民,劉安炫,彭恩德,副總經理,黃榮彬,03-5509980,20060911,20190423,新台幣                 10.0000元,275526610,0,0,1,凱基證券股份有限公司股務代理部,(02)2314-8800,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,陳重成,陳薔旬,KSMT,03-550-1128,ksmt@ksmt.com.tw,https://www.ksmt.com.tw,27552661
1150908,6684,安格科技股份有限公司,安格,－ ,24,"No. 55, Gaotie 2nd Rd., Zhubei City,Hsinchu County, Taiwan (R.O.C.)",53172585,羅森洲,藍世旻,呂妍儀,經理,呂妍儀,03-6675345,20101021,20210811,新台幣                 10.0000元,445594960,0,0,1,福邦證券股份有限公司股務代理部,02-23836888,台北市中正區忠孝西路一段6號6樓,安永聯合會計師事務所,陳智忠,許新民,AlgolTek,03-6675346,agir@algoltek.com.tw,www.algoltek.com.tw,44559496
1150908,6690,安碁資訊股份有限公司,安碁資訊,－ ,36,"13F., No. 9, Sec. 3, Nangang Rd., Nangang Dist.Taipei City 115, Taiwan (R.O.C.)",70565450,施宣輝,吳乙南,譚百良,財務長,凌秋玉,02-8979-6286,20000529,20191030,新台幣                 10.0000元,299997200,0,0,1,台新證券股務代理部,02-2504-8125,台北市建國北路一段96號地下一樓,安侯建業聯合會計師事務所,趙敏如,施威銘,ACSI,02-2756-6286,ir@acercsi.com,www.acercsi.com/,29999720
1150908,6692,進金生能源服務股份有限公司,進能服,－ ,35,"6F., No.257, Xinhu 2nd Rd., Neihu Dist.Taipei City 114, Taiwan (R.O.C.)",24758118,陳加屏,厲國欽,厲國欽,總經理,周宜炘,02-87912886,20141016,20240202,新台幣                 10.0000元,588438900,0,0,1,統一證券股務代理部,02-27463797,台北市松山區東興路8號B1樓,資誠聯合會計師事務所,涂展源,支秉鈞,AES,02-87911236,invest@acmepointes.com,http://www.acmepointes.com,58843890
1150908,6693,廣閎科技股份有限公司,廣閎科,－ ,24,"8F.-3, No.8, Taiyuan 2nd St., Zhubei CityHsinchu County 302, Taiwan(R.O.C)",28870892,林明璋,林明璋,潘嘉君,管理處處長,邱琬婷,03-5525766,20071101,20220301,新台幣                 10.0000元,457200000,0,0,1,元大證券股份有限公司股務代理部,02-25865859,臺北市大安區敦化南路2段67號B1,安侯建業聯合會計師事務所,楊雲筑,陳雅琳,inergy,03-5525788,IR@inergy.com.tw,http://www.inergy.com.tw/,45720000
1150908,6697,東捷資訊服務股份有限公司,東捷資訊,－ ,30,"5F, NO.19-8, SANCHONG ROAD, NAN KANGTAIPEI, TAIWAN",23929058,高尚偉,王智&#32675;,黃錦郎,副總經理,王智&#32675;,26552525,19901201,20191226,新台幣                 10.0000元,273233640,0,0,1,台新證券股務代理部,02-25048125,台北市建國北路一段96號B1,資誠聯合會計師事務所,涂展源,支秉鈞,ITTS,26551010,ir@itts.com.tw,http://www.itts.com.tw,27323364
1150908,6703,軒郁國際股份有限公司,軒郁,－ ,22,"5 F., No. 109, Sec. 3, Minsheng E. Rd.,Songshan Dist.Taipei City 105, Taiwan (R.O.C.)",24347235,胡蕙郁,楊尚軒,楊尚軒,執行長,林佳雯,02-8712-1319,20090518,20201020,新台幣                 10.0000元,362572100,0,0,1,福邦證券股份有限公司股務代理部,02-2371-1658,台北市中正區忠孝西路一段6號6樓,安永聯合會計師事務所,黃建澤,林孟賢,SHINY,02-8712-1656,IR@shinybrands.com,https://www.shinybrands.com/,36257210
1150908,6708,天擎積體電路股份有限公司,天擎,－ ,24,"3FC5,No.1 Li-Shin RD. 1,Science ParkHsinchu, Taiwan, R.O.C.",12748729,呂惠平,呂惠平,何宗明,副總經理,林玫珍,035775799,20010215,20221229,新台幣                 10.0000元,290087790,0,0,1,凱基證券股份有限公司,02-23892999,台北市中正區重慶南路1段2號5樓,勤業眾信聯合會計師事務所,吳鈞麟,鍾鳴遠,MARS,035631501,service@mars-semi.com.tw,www.mars-semi.com.tw,29008779
1150908,6712,長聖國際生技股份有限公司,長聖,－ ,22,"4F., No.30, Keya Rd., Daya Dist.Taichung City, Taiwan (R.O.C.)",60274720,劉銖淇,黃文良,許錦婷,專案管理部經理,李柏嶔,04-23252888,20161206,20210108,新台幣                 10.0000元,1004888610,0,0,1,台新綜合證券(股)公司股務代理部,02-25048125,台北市中山區建國北路一段96號B1,安永聯合會計師事務所,柯雅婷,黃子評,Ever Supreme,04-23258666,service@ever-supreme.com.tw,www.ever-supreme.com.tw,100488861
1150908,6716,應廣科技股份有限公司,應廣,－ ,24,"6F-6, No.1, Sec. 3, Gongdao 5th Rd.HsinChu City 300042, Taiwan, R.O.C.",27619977,唐燦弼,唐燦弼,李仁修,協理,廖仁昌,03-5728688,20050217,20200327,新台幣                 10.0000元,302418140,0,0,1,兆豐證券股份有限公司股務代理部,02-33930898,臺北市中正區忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,林政治,林心彤,PDK,03-5728998,spokesmen@padauk.com.tw,http://www.padauk.com.tw,30241814
1150908,6720,久昌科技股份有限公司,久昌,－ ,24,"2F., NO. 6-1, Dusing Rd., East Dist., Hsinchu  Science  Park,Hsinchu City, Taiwan (R.O.C.)",53502805,葉錦祥,葉錦祥,劉文雄,總經理室副總經理,葉錦祥,(03)5752568,20110802,20241204,新台幣                 10.0000元,302257410,0,0,1,中國信託商業銀行代理部,(02)66365566,台北市中正區重慶南路一段83號五樓,安侯建業聯合會計師事務所,莊鈞維,于紀隆,MP,(03)5752528,ir@major-power.com.tw,www.major-power.com.tw,30225741
1150908,6721,信實保全股份有限公司,信實,－ ,20,"6F.-1, No.8, Taiyuan 2nd St.,Zhubei City,Hsinchu County 302082, Taiwan (R.O.C.)",24210110,楊文榮,楊文榮,趙雪吟,副總,楊文榮,03-5535778,20080731,20220429,新台幣                 10.0000元,245000000,0,0,1,第一金證券股務代理部,02-25635711,台北市大安區安和路一段27號六樓,勤業眾信聯合會計師事務所,辛宥呈,李協昌,Sincere group,03-5535779,IR@sincere-group.com.tw,http://www.sincere-group.com.tw,24500000
1150908,6725,台灣矽科宏晟科技股份有限公司,矽科宏晟,－ ,31,"13 F.-2, No. 5, Taiyuan 1st St., Zhubei Vil.,Zhubei City, Hsinchu County 302, Taiwan",54803147,郭錦松,待補,郭錦松,董事長,鍾竺芳,03-5532720,20140415,20251230,新台幣                 10.0000元,371300000,0,0,1,台新綜合證券(股)公司股務代理部,02-25048125,台北市中山區建國北路一段96號B1,勤業眾信聯合會計師事務所,黃惠敏,辛宥呈,CHCT,03-5532807,ir@cicahuntek.com.tw,www.cicahuntek.com.tw,37130000
1150908,6727,亞泰金屬工業股份有限公司,亞泰金屬,－ ,28,"No.16, Ln. 199, Sec. 2, Minfu Rd., Yangmei Dist.Taoyuan City 32663, Taiwan (R.O.C.)",04393941,鄒貴銓,黃源財,梁秀如,財會主管,黃源財,(03)4727111,19731029,20201201,新台幣                 10.0000元,268841770,0,0,1,元大證券股份有限公司股務代理部,02-2586-5859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,洪偉倫,陳招美,AMI,(03)4723418,amiservice@asiametalinc.com,www.asiametalinc.com,26884177
1150908,6728,上洋產業股份有限公司,上洋,－ ,38,"No. 39, Wuquan 6th Rd., Wugu Dist.,New Taipei City Taiwan (R.O.C.)",12978735,吳明富,吳國華,吳國華,總經理,陳俊宇,(02)22984567,20020117,20201225,新台幣                 10.0000元,301200000,0,0,1,台新證券股務代理部,(02)2504-8125,台北市中山區建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,莊文源,陳致源,UP YOUNG,(02)22981155,ir6728@upyoung.com.tw,http://www.upyoung.com.tw,30120000
1150908,6730,常廣股份有限公司,常廣,－ ,22,"No.29,Gong 1st Rd.,DajiaTaichung City,Taiwan(R.O.C)",80722654,陳政宏,陳正雄,陳正雄,總經理,邱文國,04-26820790,20040309,20251210,新台幣                 10.0000元,362981510,0,0,1,中國信託商業銀行 代理部,02-66365566,台北市中正區重慶南路一段83號5樓,安侯建業聯合會計師事務所,陳政學,陳燕慧,LAGIS,04-26820737,finance@lagis.com.tw,http://www.lagis.com.tw,36298151
1150908,6732,昇佳電子股份有限公司,昇佳電子,－ ,24,"11F.,  No.  6,  Taiyuan  2nd  St.Jhubei City,Hsinchu County 302, Taiwan",25079572,李盛樞,楊祝原,魏良光,副總經理,林思妤,03-5601000,20091201,20200608,新台幣                 10.0000元,489126180,0,0,2,台新證券股務代理部,02-25048125,台北市建國北路一段 96 號 B1,勤業眾信聯合會計師事務所,張雅芸,陳明煇,sensortek,03-5601234,spokesperson@sensortek.com.tw,http://www.sensortek.com.tw,48912618
1150908,6733,博晟生醫股份有限公司,博晟生醫,－ ,22,"4F, No.3-2, Yuang St.Nangang DistrictTaipei City, Taiwan, R.O.C.",42404010,陳德禮,陳德禮,趙叔威,協理,陳德禮,02-26558366,20160707,20210128,新台幣                 10.0000元,1343160260,0,0,1,群益金鼎證券(股務代理部),02-27035000,台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,林冠宏,陳憲正,BioGend,02-26558367,ir@biogend.com.tw,https://www.biogend.com.tw/,134316026
1150908,6735,美達科技股份有限公司,美達科技,－ ,31,"15F., No. 268, Liancheng Rd., Zhonghe DistrictNew Taipei City, Taiwan ROC.",13115906,陳林杰,陳林杰,王羿人,業務經理,吳文玉,02-82273822,20020510,20220429,新台幣                 10.0000元,461822920,0,0,1,群益金鼎證券股份有限公司,02-2702-3999,台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,林瑟凱,文雅芳,AMIDA,02-82273818,stock@amidatec.com,http://www.amidatec.com/,46182292
1150908,6739,竹陞科技股份有限公司,竹陞科技,－ ,31,"No.1, Baotai 6th Rd.Zhubei City, Hsinchu County, Taiwan",56712683,方泰又,方泰又,劉冠君,副總經理,時定森,03-5541777,20170725,20240902,新台幣                 10.0000元,233925000,0,0,1,富邦綜合證券(股)公司股務代理部,(02)2361-1300,台北市中正區許昌街17號11樓,資誠聯合會計師事務所,蔡欣怡,江采燕,GUTC,03-5540598,ir@gutc.com.tw,https://www.gutc.com.tw,23392500
1150908,6741,"91APP, Inc.",91APP*-KY,KY 開曼群島                                                    ,36,"6F., No. 5, Ln. 768, Sec. 4, Bade Rd., Nangang Dist.Taipei City 115 , Taiwan (R.O.C.)",88176897,何英圻,楊明芳,楊明芳,總經理,普美鮮,02-26538091,20130708,20210525,新台幣                  5.0000元,602889985,0,0,1,元大證券股份有限公司股務代理部,02-25865859,台北市大安區敦化南路二段67號B1,勤業眾信聯合會計師事務所,曾建銘,王攀發,91APP,02-26538890,stock@91app.com,https://www.91app.com,120577997
1150908,6751,智聯服務股份有限公司,智聯服務,－ ,30,"6F.-3 No. 33, Huanke 1st Rd., Zhubei CityHsinchu County 302, Taiwan (R.O.C.)",57604000,施宣輝,韓政達,韓政達,總經理,吳哲榕,03-533-9141,20170913,20201225,新台幣                 10.0000元,222000000,0,0,1,福邦證券股份有限公司股務代理部,02-2371-1658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,王浚宇,陳建瑋,AST,03-542-4157,IR.AST@acer-ast.com,https://www.acer-ast.com/,22200000
1150908,6752,叡揚資訊股份有限公司,叡揚,－ ,30,"5F., No.9, Dehui St., Zhongshan DistrictTaipei,Taiwan",22425662,張培鏞,陳世安,林秋丹,處長,王佳琪,02-25867890,19870316,20201210,新台幣                 10.0000元,371441470,0,0,1,群益金鼎證券股份有限公司,02-27023999,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,陳蓓琪,許明芳,GSS,02-25868787,GSSIR@gss.com.tw,https://www.gss.com.tw,37144147
1150908,6761,穩得實業股份有限公司,穩得,－ ,28,"6F&6F-1 No.188 Baoqiao Road, Xindian DistrictNew Taipei City 23145, Taiwan R.O.C",05052033,高治宏,詹博翔,楊正男,財務長,林佳樺,(02)2917-5770,19790627,20211108,新台幣                 10.0000元,349558670,0,0,1,富邦綜合證券股份有限公司,(02)2361-1300,台北市中正區許昌街17號11樓,資誠聯合會計師事務所,陳晉昌,邱昭賢,Wendell,(02)2917-3752,invest@wendell.com.tw,https://www.wendell.com.tw/zh/,34955867
1150908,6762,達亞國際股份有限公司,達亞,－ ,22,"No. 200, Sec. 1, Nanshan Rd., Luzhu Dist.,Taoyuan City, Taiwan, R.O.C.",27491562,許雅雯,許雅雯,魏鴻文,副總經理,林韡倫,(03) 311-6588,20041116,20201218,新台幣                 10.0000元,369302880,0,0,2,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,林冠宏,梁華玲,Delta Asia,(03) 311-6589,IR@deltaasia.com.tw,https://www.deltaasia.com.tw/,36930288
1150908,6763,綠界科技股份有限公司,綠界科技*,－ ,36,"5F, No. 58, Section 1, Chenggong Road,Nangang District, Taipei City, Taiwan",97025978,林雪慧,林雪慧,許瑋庭,財務長,丘志羚,02-26550557,19960604,20220315,新台幣                  1.0000元,184039130,0,0,1,元大證券股份有限公司股務代理部,(02)25865859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,張嘉銘,王浚宇,Green World,02-26551755,financial_material@ecpay.com.tw,https://www.ecpay.com.tw/,184039130
1150908,6767,台灣微創醫療器材股份有限公司,台微醫,－ ,22,"1F., No.26, Sec. 2, Shengyi Rd.Zhubei City, 30261, Taiwan (R.O.C.)",25098389,梁晃千,李家茂,蘇義鈞,協理,蕭慧雯,03-6107168,20091229,20210125,新台幣                 10.0000元,391836300,10074630,0,1,凱基證券,02-23892999,台北市中正區重慶南路一段2號5樓,勤業眾信聯合會計師事務所,吳少君,蘇定堅,Wiltrom,03-6580006,service@wiltrom.com.tw,https://www.wiltrom.com.tw/,39183630
1150908,6785,昱展新藥生技股份有限公司,昱展新藥,－ ,22,"5F., No.32, Keya Rd., Daya Dist.Taichung City, Taiwan (R.O.C.)",52310651,林東和,文永順,文永順,總經理,康宇寧,04-24637115,20160923,20240124,新台幣                 10.0000元,668000000,0,0,2,台新證券股務代理部,(02)2504-8125,台北市中山區建國北路1段96號B1,勤業眾信聯合會計師事務所,王浚宇,趙永祥,Alar,04-22569658,alar@alarpharm.com,www.alarpharm.com,66800000
1150908,6788,華景電通股份有限公司,華景電,－ ,24,"No. 41, Keyi St., Zhunan Township,Miaoli County 350, Taiwan (R.O.C.)",12613876,陳榮華,古震維,管恩虎,董事長室特助,程檉森,(037)580-708,20000907,20210929,新台幣                 10.0000元,387396830,0,0,1,富邦綜合證券(股)股務代理部,(02)2361-1300,台北市中正區許昌街17號11樓,資誠聯合會計師事務所,蔡欣怡,白淑蒨,Brillian,(037)580-728,ir@brillian.com.tw,www.brillian.com.tw,38739683
1150908,6791,虎門科技股份有限公司,虎門科技,－ ,30,"11F., No. 68, Sec. 2, Xianmin Blvd., Banqiao DistNew Taipei City 220, Taiwan (R.O.C.)",30921876,林麗俐,楊涪嵐,楊涪嵐,總經理,蔡弘祥,(02)2956-7575,19800731,20221114,新台幣                 10.0000元,208470000,0,0,1,富邦綜合證券(股)公司股務代理部,(02)2361-1300,台北市中正區許昌街17號11樓,安侯建業聯合會計師事務所,吳政諺,陳富仁,TADC,(02)2956-5180,ir@cadmen.com,https://www.cadmen.com/,20847000
1150908,6803,崑鼎綠能環保股份有限公司,崑鼎,－ ,35,"12Fl, No. 16, Fushan Road, Beitou DistrictTaipei City 112037, Taiwan (R.O.C.)",70758512,廖俊吉吉,刁秀華,刁秀華,總經理,姚丹青,(02)2162-1688,19991213,20100527,新台幣                 10.0000元,727943850,0,0,1,凱基證券股份有限公司股務代理部,(02)2389-2999,10044台北市中正區重慶南路一段二號5樓,資誠聯合會計師事務所,廖福銘,林一帆,ECOVE Corp.,(02)2162-1680,Spokesman@ecove.com,http://www.ecove.com,72794385
1150908,6804,明係事業股份有限公司,明係,－ ,37,"No. 1, Sec. 3, Zhongshan Rd., Dacun Township,Changhua County, 515 Taiwan (R.O.C)",05839152,江永平,黃慶忠,吳佩純,財務協理,趙珮君,048535898,19851230,20220331,新台幣                 10.0000元,475000000,0,0,1,兆豐證券股份有限公司股務代理部,0233930898,台北市忠孝東路二段95號1樓,國富浩華聯合會計師事務所,黃千真,邵朝彬,Axman,048531299,ir@axman-bike.com,www.axman.com.tw,47500000
1150908,6811,宏碁資訊服務股份有限公司,宏碁資訊,－ ,36,"18F, No. 9, Sec. 3, Nangang Rd., Nangang Dist., Taipei City,11563, Taiwan (R.O.C.)",53739409,陳俊聖,周幸蓉,鄭和星,財務長,邱美凌,(02)27841000,20120222,20220809,新台幣                 10.0000元,414490000,0,0,1,台新證券股務代理部,(02)25048125,台北市建國北路一段96號地下一樓,安侯建業聯合會計師事務所,張純怡,林君彬,AEB,(02)86911016,ir.aeb@aceraeb.com,https://www.aceraeb.com/,41449000
1150908,6821,聯寶電子股份有限公司,聯寶,－ ,28,"5F.-2, No. 125, Ln. 235, Baoqiao Rd.Xindian Dist., New Taipei City., Taiwan",23065258,譚明珠,譚偉傑,譚偉傑,總經理,賴彥良,02-8919-1380,19880922,20230522,新台幣                 10.0000元,318585070,0,0,1,凱基證券股份有限公司,02-2389-2999,台北市中正區重慶南路一段2號5樓,安侯建業聯合會計師事務所,蔡孟娟,鄭安志,LKM,02-8919-1370,IR@linkcom.com.tw,www.linkcom.com.tw,31858507
1150908,6823,濾能股份有限公司,濾能,－ ,24,"2F., No. 98, Ln. 199, Sec. 1, Zhongshan N. Rd., Yangmei Dist.Taoyuan City 326, Taiwan (R.O.C.)",54795527,黃銘文,黃銘文,李錚勝,資源管理處處長,鄧宜皓,03-4856365,20140324,20220630,新台幣                 10.0000元,332339200,5470000,0,1,中國信託商業銀行代理部,02-66365566,台北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,黃世鈞,于智帆,GreenFILTEC,03-4856567,finance@greenfiltec.com,https://www.greenfiltec.com/,33233920
1150908,6829,千附精密股份有限公司,千附精密,－ ,24,"No. 28, Houke S. Rd., Houli Dist., Taichung City,Central Taiwan Science ParkTaichung, Taiwan 421012, R.O.C.",83599094,張瓊如,賴明村,陳依汝,課長,暫缺,04-2558-8638,20200720,20220311,新台幣                 10.0000元,591690000,0,0,2,統一綜合證券(股)公司股務代理部,02-27463797,台北市松山區東興路8號,勤業眾信聯合會計師事務所,曾建銘,劉書琳,CFPREC,04-25589925,ir@cfprec.com.tw,https://www.cfprec.com.tw/,59169000
1150908,6840,東研信超股份有限公司,東研信超,－ ,31,"No.18, Ln. 171, Sec. 2, Jiuzong Rd., Neihu DistTaipei City , Taiwan",22652384,吳仲超,吳仲超,邱致清,策略長,廖玉玲,(02)2657-3299,19871019,20230324,新台幣                 10.0000元,307672840,0,0,1,永豐金證券股份有限公司,(02)2381-6288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,吳恪昌,張至誼,BTL,(02)2657-3331,ir6840@btl.com.tw,www.btl.com.tw,30767284
1150908,6841,長佳智能股份有限公司,長佳智能,－ ,22,"8F, No. 360, Sec. 1, Jingmao Rd., Beitun Dist.,Taiwan  Taichung City",50824681,陳明豐,李友錚,李友錚,總經理兼總管理處長,王帝皓,04-2321-3838,20180628,20230301,新台幣                 10.0000元,952230000,0,0,1,台新綜合證券股務代理部,02-25048125,台北市中山區建國北路1段96號地下1樓,安永聯合會計師事務所,柯雅婷,黃靖雅,EFAI,04-23222727,service@everfortuneai.com.tw,https://www.everfortuneai.com.tw/,95223000
1150908,6843,進典工業股份有限公司,進典,－ ,05,"No,6-1, Qingnian Rd., Yangmei Dist,Taoyuan City,ROC",35924015,范義鑫,范義鑫,黃彥文,副總經理,翁鳳姻,03-4965066,19780812,20221121,新台幣                 10.0000元,333040000,0,0,1,永豐金證券(股)公司股務代理部,02-23816288,台北市博愛路 17 號 3 樓,勤業眾信聯合會計師事務所,呂宜真,謝明忠,JDV,03-4963526,matt@jdv.com.tw,www.jdv.com.tw,33304000
