Date,SecuritiesCompanyCode,CompanyName,CompanyAbbreviation,Registration,SecuritiesIndustryCode,Address,UnifiedBusinessNo.,Chairman,GeneralManager,Spokesman,TitleOfSpokesman,DeputySpokesperson,Telephone,DateOfIncorporation,DateOfListing,ParValueOfCommonStock,Paidin.Capital.NTDollars,PrivateStock.shares,PreferredStock.shares,PreparationOfFinancialReportType,StockTransferAgent,StockTransferAgentTelephone,StockTransferAgentAddress,AccountingFirm,CPA.CharteredPublicAccountant.First,CPA.CharteredPublicAccountant.Second,Symbol,Fax,EmailAddress,WebAddress,IssueShares
1150908,7849,旭誼工程股份有限公司,旭誼,－ ,31,"10F.-3, No. 8, Ziqiang S. Rd.Zhubei City, Hsinchu County Taiwan",53789759,鄧在國,葉尚錞,林君彥,財務長,葉宴汝,035508638,20120111,20250801,新台幣                 10.0000元,118923420,0,0,2,台新綜合證券股務代理部,02-2504-8125,台北市中山區建國北路一段 96 號 B1,勤業眾信聯合會計師事務所,邱盟捷,王浚宇,Shine Passion,035508636,IR@spte.com.tw,https://www.spte.com.tw/,11892342
1150908,7850,寶泰生醫股份有限公司,寶泰生醫,－ ,22,"3F., NO. 1, Songzhi Rd., Xinyi Dist.Taipei City, Taiwan(R.O.C)",50997769,宋豪麟,宋豪麟,宋豪麟,總經理,洪慧娟,(02)27276289,20190402,20250804,新台幣                 10.0000元,976587500,0,0,1,富邦綜合證券(股)公司股務代理部,(02)23611300,台北市中正區許昌街17號11樓,勤業眾信聯合會計師事務所,謝東儒,趙永祥,PAH,(02)27276279,ir@ protectvac.com,https://www.protectvac.com,97658750
1150908,7851,英屬開曼群島商慧康生活科技(股),慧康生技*-KY,KY 開曼群島                                                    ,22,"4 F., No. 32, Aly. 18, Ln. 478, Ruiguang Rd., Neihu DistTaipei City 114063, Taiwan (R.O.C.)",54375530,鄧居義,鄧居義,趙晨浩,財會副總監,鄧居義,(02)8797-6661,20130627,20251119,新台幣                  5.0000元,338455725,0,0,1,中國信託商業銀行(股)公司代理部,(02)6636-5566,臺北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,林冠宏,陳憲正,H2 INC.,(02)8797-6617,h2-tw-fa@health2sync.com,https://www.health2sync.com/tw,67691145
1150908,7853,政美應用股份有限公司,政美應用,－ ,24,"4F-9, No. 8,Taiyuan 1st St., Zhubei CityHsinchu County 302, Taiwan (R.O.C.)",89339624,蔡政道,蔡政道,暫缺,暫缺,蔣承庭,03-5601788,19950228,20250930,新台幣                 10.0000元,482470000,0,0,1,元大證券股份有限公司股務代理部,02-25863117,台北市敦化南路二段67號地下一樓,勤業眾信聯合會計師事務所,陳明煇會計師,蔡美貞會計師,CMIt,03-5601766,IR@cmi-tw.com,https://www.cmi-tw.com,48247000
1150908,7854,佐茂股份有限公司,佐茂,－ ,25,"10 F., No. 1-26, Kuojian Rd., Qianzhen DistKaohsiung City 806620, Taiwan (R",16451445,葉秋枝,吳建銘,吳謹樺,業務部副理,吳冠邦,(07)8157868,19980331,20251030,新台幣                 10.0000元,403000000,0,0,1,福邦證券股份有限公司股務代理部,(02)23836888,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,吳建志,廖阿甚,JMS,078154982,jms@jms.com.tw,http://www.jms.com.tw,40300000
1150908,7856,漢民測試系統股份有限公司,漢測,－ ,24,"9 F.-2, No. 18, Bade Rd., East Dist.,Hsinchu City 300031, Taiwan (R.O.C.)",27440348,林冬青,王子建,王子建,總經理,張惠美,(03)583-5688,20040908,20250917,新台幣                 10.0000元,271770000,0,0,1,永豐金證券股務代理部,(02)2381-6288,台北巿中正區博愛路17號3樓,資誠聯合會計師事務所,李典易,劉倩瑜,HTSI,(03)567-8886,IR@hermes-testing.com.tw,https://www.hermes-testing.com.tw/,27177000
1150908,7857,合水先進環境技術股份有限公司,合水先進,－ ,35,"4 F., No. 2, Sec. 5, Xinyi Rd. Xinyi Dist.,Taipei City 110013, Taiwan (R.O.C.)",54275455,潘書鴻,王志明,陳劭杰,財務長,蔡宜庭,(02)2758-1455,20130606,20250828,新台幣                 10.0000元,534875990,0,0,1,台新綜合證券(股)公司股務代理部,(02)2504-8125,台北市中山區建國北路一段96號B1,勤業眾信聯合會計師事務所,呂宜真,黃毅民,AsWater,(02)2758-1457,aswater@aswater.com.tw,https://www.aswater.com.tw,53487599
1150908,7858,芝普企業股份有限公司,芝普,－ ,21,"No.22, Fongcheng St.,Bade Dist., Taoyuan City , Taiwan",23290121,林士堯,趙文義,趙文義,總經理,陳姝朱,03-3653300,19890403,20250926,新台幣                 10.0000元,222370070,0,0,1,中國信託商業銀行(股)公司代理部,02-6636-5566,臺北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,莊碧玉,尤志峰,E-CHEM,03-3653302,invest@echemsemi.com,https://www.echemsemi.com/,22237007
1150908,7860,得生製藥股份有限公司,得生製藥,－ ,22,"No.42,Huan Gong Road,Yong Kang Dist.Tainan 710001,Taiwan R.O.C",22684196,許海上,許海上,楊怡琳,財務處處長,方嘉宏,(06)2311-636,19871118,20250909,新台幣                 10.0000元,320000000,0,0,1,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,徐惠榆,葉芳婷,TEH SENG,(06)2334-596,yilinyang@tehseng.com,http://www.tehseng.com/,32000000
1150908,7861,貝爾威勒電子股份有限公司,貝爾威勒,－ ,28,"9 F.-1, No. 1071, Zhongzheng Rd., Taoyuan Dist.,Taoyuan City, Taiwan (R.O.C.)",28756169,徐瑞瑛,徐瑞瑛,王俊智,財務長,周世玲,886-3-3587777,20070716,20251112,新台幣                 10.0000元,646000000,0,0,1,元大證券股份有限公司股務代理部,02-25865859,台北市大安區敦化南路二段67號B1,安侯建業聯合會計師事務所,黃泳華,蔡孟娟,BellWether,886-3-3179922,ir@bellwether-corp.com,www.bellwether-corp.com,64600000
1150908,7862,聚泰環保材料科技股份有限公司,聚泰,－ ,04,"No. 50, Ln. 20, Sec. 1, Nantong Rd.,Ershui TownshipChanghua County 530017,Taiwan (R.O.C.)",53493329,周紹華,周紹華,周紹華,總經理,洪綾霞,04-8796000,20110715,20251022,新台幣                 10.0000元,400000000,0,0,2,華南永昌綜合證券股務代理部,(02)2718-6425,台北市民生東路四段54號4樓,建智聯合會計師事務所,陳靜宜,鍾欣妤,AceGreen,04-8796999,ir@acegreen.com.tw,https://www.acegreen.com.tw,40000000
1150908,7863,中科國際物流股份有限公司,中科物流,－ ,15,"No. 29, Keya W. Rd., Daya Dist.,Taichung City 428 , Taiwan (R.O.C.)",29182232,陳銀海,金旭東,金旭東,總經理,王素萍,0425653288,20060623,20250930,新台幣                 10.0000元,300000000,0,0,2,凱基證券股份有限公司,02-23892999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,郭乃華,蔡宗遠,CTSPL,0425653208,ctspl-spokesman@ctspl.com.tw,https://www.ctspl.com.tw/Home/Index,30000000
1150908,7865,金聯成資源科技股份有限公司,金聯成,－ ,35,"No. 3, Maoda St., Siaogang DistKaohsiung City, Taiwan (R.O.C.)",28302688,陳福松,陳俊銘,陳俊銘,總經理,陳奕潔,078066025,20070206,20251002,新台幣                 10.0000元,251240000,0,0,1,福邦證券股務代理部,02-23711658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,許瑞軒,王兆群,JIN LIAN CHENG,078071367,jlc@mifugroup.com,http://www.jlc-ycle.com/,25124000
1150908,7866,丹立電子股份有限公司,丹立,－ ,24,"9F-8, No. 716, Zhongzheng Road, Zhonghe DistrictNew Taipei City",53411967,詹鈞傑,葉偉超,黃啟芳,策略長,楊昕,(02)82273195,20110526,20251016,新台幣                 10.0000元,431712130,0,0,2,康和綜合證券股份有限公司,02-87871118,台北市信義區基隆路一段176號B1樓,安侯建業聯合會計師事務所,陳明輝,寇惠植,DLI,(02)82278088,service@dli-memory.com.tw,https://www.dli-memory.com/,43171213
1150908,7867,特力屋股份有限公司,特力屋,－ ,38,"5F., No. 23, Hsin Hu 3rd Rd., Nei Hu 114Taipei , Taiwan , R.O.C.",89390488,何湯雄,張&#26658;青,蔣毓婷,總監,李國芳,02-8791-6668,19950301,20251016,新台幣                 10.0000元,960000000,0,0,1,福邦證券股份有限公司股務代理部,02-2371-1658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,許晉銘,洪國田,TLW,02-8791-5326,t-fin-stock@TLWgo.com,www.trplus.com.tw,96000000
1150908,7868,聖育科技股份有限公司,聖育,－ ,30,"3 F., No. 20, Ankang Rd., Neihu Dist.Taipei City 114044, Taiwan (R.O.C.)",28226795,許恆壽,許恆壽,高偉誌,業務副總,林崇杰,(02)2797-8833,20061005,20251021,新台幣                 10.0000元,222396460,0,0,1,中國信託商業銀行代理部,(02)6636-5566,臺北市中正區重慶南路一段83號5樓,安侯建業聯合會計師事務所,莊鈞維,傅泓文,INFORCOM,(02)2658-9797,ir@inforcom.com.tw,https://www.inforcom.com.tw/,22239646
1150908,7869,宏于電機股份有限公司,宏于電機,－ ,05,"No. 2-3, Wulin St., Shulin Dist.New Taipei City 238, Taiwan (R.O.C.)",22418992,詹家榮,詹家榮,謝世澤,總經理特助,陳英傑,02-2681-8008,19870403,20251222,新台幣                 10.0000元,272410000,0,0,1,元大證券股份有限公司股務代理部,02-2586-5859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,莊碧玉會計師,胡家熀會計師,HYEC,02-2681-6006,IR@horngyu.com,https://www.horngyu.com,27241000
1150908,7870,聯剛科技股份有限公司,聯剛科技,－ ,31,"10F,No.258 Nanyang St.,Xizhi Dist,New Taipei City 221,Taiwan",16608116,莊瑞松,莊士逸,莊士逸,總經理,廖秀娥,(02)27263239,19980721,20251121,新台幣                 10.0000元,184000000,0,0,2,台新綜合證券股份有限公司,(02)25048125,台北市中山區建國北路一段96號B1,安侯建業聯合會計師事務所,蔡孟娟,黃泳華,ACCO,(02)27281322,sales@accordance.com.tw,https://www.accordance.com.tw,18400000
1150908,7871,安立璽榮醫藥股份有限公司,安立璽榮-KY,KY 開曼群島                                                    ,22,"16F-3 No.508, Sec.7, ZhongXiao E. Rd., Nangang Dist.,Taipei City 115011,Taiwan (R.O.C)",00651344,陳泓愷,陳泓愷,許志宏,財務長,蕭惠文,(02)27827700,20170113,20260113,新台幣                 10.0000元,1342781940,0,0,1,中國信託商業銀行(股)公司代理部,(02)23111838,臺北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,鄧聖偉,蔡蓓華,Elixiron-KY,(02)27827707,info@elixiron.com,https://elixiron.com,134278194
1150908,7872,登豐微電子股份有限公司,登豐,－ ,24,"6 F., No. 366, Gongjian Rd., Xizhi Dist., New Taipei City 221012, Taiwan6 F., No. 366, Gongjian Rd., Xizhi Dist.",28899700,王源銘,王源銘,王源銘,董事長兼總經理,林明慧,26499168,20071220,20251222,新台幣                 10.0000元,300000000,0,0,1,永豐金證券(股)公司股務代理部,2381-6288,台北市中正區博愛路17號3樓,資誠聯合會計師事務所,葉翠苗,于智帆,GS,26498028,pr@gstekic.com,http://www.gstekic.com,30000000
1150908,7873,瑞峰半導體股份有限公司,瑞峰,－ ,24,"5F., No.12, Guangfu N. Rd., Hukou TownshipHsinchu County 303, Taiwan (R.O.C.)",45079229,戴國瑞,戴國瑞,陳文恭,副總經理,王建閔,03-5971111,20160414,20260529,新台幣                 10.0000元,1498520000,20000000,0,2,元大證券股份有限公司股務代理部,02-25865859,臺北市大安區敦化南路二段67號B1,資誠聯合會計師事務所,劉倩瑜,蔡欣怡,Raytek,03-5971135,ir@rayteksemi.com,www.rayteksemi.com/,149852000
1150908,7875,安圖斯科技股份有限公司,安圖斯,－ ,25,"6F., No. 88, Sec. 1, Xintai 5th Rd.New Taipei City 22142 , Taiwan ( R.O.C.)",52296721,侯知遠,李占傑,李占傑,總經理,彭懿玲,(02)26960289,20160920,20251121,新台幣                 10.0000元,200000000,0,0,1,永豐金證券股務代理部,(02)2381-6288,台北市中正區博愛路17號3樓,資誠聯合會計師事務所,林永智,王方瑜,Altos,(02)86913444,investor.relations@altoscomputing.com,www.altoscomputing.com,20000000
1150908,7876,鼎晉生技股份有限公司,鼎晉生技,－ ,22,"11F.-6 & 11F.-7, No. 66, Shengyi 5th RoadZhubei City, Hsinchu County, Taiwan",82943056,蔣永芳,周珮芬,周珮芬,執行長,吳昌民,(02)2786-1217,20201210,20251124,新台幣                 10.0000元,1072617500,0,0,2,台新綜合證券(股)公司股務代理部,(02)2504-8125,台北市中山區建國北路1段96號地下一樓,資誠聯合會計師事務所,黃珮娟,王銘義,OBIGEN PHARMA,(02)2786-1211,contactus@obigenpharma.com,https://www.obigenpharma.com/,107261750
1150908,7877,海利普電子科技股份有限公司,海利普,－ ,35,"7F., No.34, Ruiguang Rd.Neihu Dist., Taipei City 114, Taiwan(ROC",28128534,謝宇霖,郭明潔,龔鍾嶸,財務長,吳仁懷,02-2791-5585,20060322,20251127,新台幣                 10.0000元,388566850,0,0,1,台新綜合證券(股)公司股務代理部,02-2504-8125,台北市中山區建國北路1段96號B1樓,資誠聯合會計師事務所,潘慧玲,黃珮娟,TEINCO,02-2791-6685,teinco1@teinco.com.tw,https://www.teinco.com.tw/,38856685
1150908,7878,藥祇生醫股份有限公司,藥祇,－ ,22,"22 F&22 F.-1, No. 93, Sec. 1, Xintai 5th Rd., Xizhi Dist.,New Taipei City 221416, Taiwan (R.O.C.)",83379922,楊文欽,吳月禎,李懿珊,研究發展主管,林宛潔,(02)2793-8665,20210125,20251127,新台幣                 10.0000元,561365800,0,0,2,兆豐證券股務代理本部,(02)3393-0898,台北市中正區忠孝東路二段95號1樓,資誠聯合會計師事務所,顏裕芳,黃珮娟,PHARMASAGA,無,contact@pharmasaga.com,https://www.pharmasaga.com,56136580
1150908,7879,益材科技股份有限公司,益材科技,－ ,05,"No. 123, Machouhou Park 17th RoadPuzi City, Chiayi County, Taiwan(R.O.C.)",28190213,翁冠群,翁冠群,翁冠群,總經理,蘇佩玉,(05)362-8508,20060608,20260123,新台幣                 10.0000元,400000000,0,0,2,元大證券股份有限公司股務代理部,(02)2586-5859,台北市大安區敦化南路二段67號B1,勤業眾信聯合會計師事務所,謝明忠會計師,呂宜真會計師,AMS,(05)362-8581,ir@amsys.com.tw,https://www.amsys.com.tw,40000000
1150908,7880,聖凰科技股份有限公司,聖凰,－ ,24,"11F.-1, No. 118, Ciyun Rd. East Dist.,Hsinchu City, Taiwan",27658788,周傳華,周傳華,施坤良,營運處協理,吳瑞聰,(04)2565-3499,20050404,20251126,新台幣                 10.0000元,265000000,0,0,1,統一綜合證券(股)公司股務代理部,(02)2746-3797,台北市松山區東興路8號B1,安侯建業聯合會計師事務所,呂倩慧,鄭安志,spti,(04)2569-1553,ir@spti.com.tw,www.spti.com.tw,26500000
1150908,7881,科明儀器股份有限公司,科明,－ ,22,"13 F.-1, No. 366, Zhonghe Rd., Zhonghe Dist.New Taipei City 235605, Taiwan (R.O.C.)",54275531,江勁賢,江勁賢,陳昱逢,總經理特助,葉雅婷,02-89213889,20130607,20251126,新台幣                 10.0000元,270000000,0,0,1,富邦綜合證券股務代理部,02-23611300,台北市中正區許昌街17號11樓,資誠聯合會計師事務所,王菘澤,謝瑋莉,EYECARE,02-89213589,ir@eyecaretech.com.tw,https://www.eyecaretech.com.tw,27000000
1150908,7882,倍利生技創業投資股份有限公司,倍利創投,－ ,20,"14F., No. 6, Sec.1, Zhongxiao W. Rd., Zhongzheng Dist.,Taipei, Taiwan",54367623,黃顯華,許哲雄,許哲雄,總經理,張怡茹,(02)8979-5678,20131015,20251209,新台幣                 10.0000元,2052822290,0,0,2,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,廖婉怡,謝建新,Beiley Biofund,(02)2371-7882,ir@beileybiofund.com,https://www.beileybiofund.com/,205282229
1150908,7883,饗賓餐旅事業股份有限公司,饗賓,－ ,16,"No. 12, Ln. 150, Wuqing Rd., Dayuan DistTAOYUAN CITY, TAIWAN (R.O.C.)",79955280,陳毅航,陳毅航,許瀚云,副總經理,周志豪,(03)3810288,20020508,20260123,新台幣                 10.0000元,609760000,0,0,1,元大證券股份有限公司股務代理部,(02)2586-5859,台北市大安區敦化南路二段67號B1,勤業眾信聯合會計師事務所,張青霞會計師,邱盟捷會計師,FEASTOGETHER,(03)3810920,service@eatogether.com.tw,http://www.feastogether.com,60976000
1150908,7885,宏羚股份有限公司,宏羚,－ ,31,"6F, No.114, Wugong 2nd RD.,Wugu Dist., New Taipei City, Taiwan",04822794,章孝祺,林朝碧,章孝祺,董事長,林文國,02-2299-9889,19820302,20260116,新台幣                 10.0000元,292000000,0,0,1,台新證券股務代理部,02-2504-8125,台北市中山區建國北路一段96號B1,資誠聯合會計師事務所,阮呂曼玉,林雅慧,HONLYNN,02-2299-9559,invest@honlynn.com.tw,https://www.honlynn.com.tw,29200000
1150908,7886,科建國際實業股份有限公司,科建,－ ,24,"5 F., No. 22, Jingke Central 2nd Rd., Nantun Dist.,Taichung City, Taiwan.",27966188,劉元周,溫知錡,吳智盛,副董事長,洪欣儀,(04)2350-6886,20051102,20260119,新台幣                 10.0000元,249780000,0,0,1,中國信託商業銀行股務代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,王翔民,劉力維,KOJEM,(04)2350-8998,invest@kojem.com.tw,https://www.kojem.com.tw/,24978000
1150908,7887,宇川精密材料科技股份有限公司,宇川精材,－ ,24,"2 F., No. 358, Sec. 1, Wenxing Rd.Zhubei City, 302053, TAIWAN, R.O.C.",53322851,郭文哲,郭文哲/陳建榮,陳祖華,財務主管,廖忠賢,(06)505-0135,20110323,20260113,新台幣                 10.0000元,817200000,0,0,2,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,毛聖崴,張淑瑩,PPMI,(06)505-0138,ir@ppmiglobal.com,https://www.ppmiglobal.com/,81720000
1150908,7888,麗寶新藥生物科技股份有限公司,麗寶新藥,－ ,22,"9F.-1, No 36, Nanjing W. Rd.Datong Dist., Taipei City 103614, Taiwan",66459999,杜德成,劉朝瀚,林佳慧,協理,蔡依璇,(02)25591799,20170126,20251223,新台幣                 10.0000元,752350000,0,0,2,台新綜合證券股務代理部,(02)2504-8125,台北市中山區建國北路一段96號B1,資誠聯合會計師事務所,顏裕芳,鄧聖偉,LIBO,(02)25591677,libo@libopharma.com,https://libopharma.com/,75235000
1150908,7889,騰勢股份有限公司,騰勢,－ ,02,"16 F., No. 218, Sec. 3, New Taipei Blvd., Xinzhuang DistNew Taipei City 242032, Taiwan (R.O.C.)",54506580,張智翔,張智翔,張嘉文,財務經理,陳家翔,02-7753-8610,20130716,20260113,新台幣                 10.0000元,207812710,0,0,1,凱基證券股份有限公司股務代理部,02-23892999,台北市中正區重慶南路一段2號5樓,資誠聯合會計師事務所,于智帆,葉翠苗,TSA,02-8995-5900,IR@tsagroup.com.tw,https://tsagroup.com.tw/,20781271
1150908,7890,明曜科技股份有限公司,明曜科技,－ ,35,"No. 89, Zhongxing N. St., Sanchong Dist.New Taipei City , Taiwan (R.O.C.)",13098982,王孝揚,王孝揚,陳竑孝,公關室經理,盧宗宏,(02)8512-1588,20020329,20260120,新台幣                 10.0000元,208000000,0,0,1,永豐金證券股務代理部,(02)2381-6288,台北市中山區博愛路17號3樓,資誠聯合會計師事務所,廖福銘,陳晉昌,Etica,(02)8512-1521,service@eticabattery.com,https://etica.tw/,0
1150908,7891,博研醫藥開發股份有限公司,博研醫藥,－ ,22,"12 F., No. 333, Sec. 1, Keelung Rd., Xinyi Dist.,Taipei City 110208, Taiwan (R.O.C.)",53063165,吳逸之,吳逸之,姜龍臣,資深會計經理,吳逸文,(02)2711-1327,20100624,20260114,新台幣                 10.0000元,194300000,0,0,1,群益金鼎證券股務代理部,(02)2702-3999,台北市大安區敦化南路2段97號B2,勤業眾信聯合會計師事務所,陳俊宏,虞成全,BoYen,(02)2711-1327,eric_chiang@boyentherapeutics.com,https://www.boyentherapeutics.com,19430000
1150908,7892,元鈦科技股份有限公司,元鈦科,－ ,25,"6F.,NO.8-11,Ln.169,Kangning St.,Xizhi Dist.,New Taipei City,Taiwan(R.O.C)",90573794,陳茂欽,朱佳建,徐至賢,董事長特助,黃雨涵,02-2692-5999,20220224,20260116,新台幣                 10.0000元,468980000,0,0,1,凱基證券股份有限公司股務代理部,02-2389-2999,台北市中正區重慶南路1段2號5樓,資誠聯合會計師事務所,蔡蓓華,陳晉昌,MGC,02-2693-1999,IR@mgcooling.com.tw,https://www.mg-cooling.com/,46898000
1150908,7893,睿信電子股份有限公司,睿信,－ ,28,"No. 7, Dadong RdGongguan Townshi, Miaoli County , Taiwan",42761142,陳其忠,陳其忠,林俊宇,副總經理,黃郁珊,(037)370129,20151228,20260115,新台幣                 10.0000元,407994000,0,0,2,台新綜合證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,安永聯合會計師事務所,羅文振,柯雅婷,Radbon,(037)370127,Invest@radbonlink.com,https://www.radbonlink.com/,40799400
1150908,7894,瀚軒股份有限公司,瀚軒,－ ,24,"No. 209, Sec. 2, Zhonghua Rd., Zhongli Dist.Taoyuan City 320085, Taiwan (R.O.C.)",22615380,林斯穎,陳文冠,陳國烘,總經理特助,邱哲儀,03-4611902,19870724,20260626,新台幣                 10.0000元,240000000,0,0,1,華南永昌綜合證券股務代理部,02-27186425,10574 台北市松山區民生東路四段54號4樓,日正聯合會計師事務所,陳依玲,陳燦煌,HPC,03-4524128,finance@hpc.com.tw,https://www.hpc.com.tw/,24000000
1150908,7895,元進莊企業股份有限公司,元進莊,－ ,33,"No. 158, Longyan, Yuanchang Township,Yunlin County 655021, Taiwan (R.O.C.)",27638186,吳政憲,吳鋐源,吳鋐源,總經理,陳昭瑢,05-7883803,20050314,20260122,新台幣                 10.0000元,387900000,0,0,2,凱基證券股份有限公司股務代理部,(02)2389-2999,台北市中正區重慶南路1段2號5樓,資誠聯合會計師事務所,吳建志,田中玉,YJC,05-7886303,dt.dt3803@yjcfood.com,https://yjc.yjcfood.com/,38790000
1150908,7896,喬越實業股份有限公司,喬越,－ ,28,"16F., No. 100, Xingde Rd., Sanchong Dist.New Taipei City, Taiwan",89441374,楊天祥,楊天祥,賴淑君,副總經理,王能誠,(02)8512-2222,19950323,20260116,新台幣                 10.0000元,279002070,0,0,1,富邦綜合證券股務代理部,(02)2361-1300,台北市中正區許昌街17號11樓,安侯建業聯合會計師事務所,陳明輝,寇惠植,Sil-More,(02)8512-2988,SH@silmore.com.tw,www.silmore.com.tw,27900207
1150908,7897,禾迅綠電股份有限公司,禾迅綠電,－ ,35,"1 F., No. 18, Ziqiang Rd., Hukou Township, Hsinchu County 303035Taiwan",53789131,黃文瑞,汪采樺,黃文瑞,董事長,汪采樺,035981886,20120110,20260127,新台幣                 10.0000元,1336169240,0,0,1,宏遠證券股份有限公司股務代理部,0223268818,臺北市大安區信義路四段236號3樓,資誠聯合會計師事務所,李典易,蔣承翰,WHOLE SUN,035983550,IR@wholesn.com.tw,https://wholesun.com.tw,133616924
1150908,7898,乾瞻科技股份有限公司,乾瞻,－ ,24,"5F.-5, No.1, Taiyuan 2nd St.ZhubeiCity, Hsinchu County,Taiwan(R.O.C)",85061999,羅森洲,羅時豪,林津佩,副處長,羅時豪,(03)5601689,20190909,20260527,新台幣                 10.0000元,300387180,0,0,2,元大證券股份有限公司股務代理部,(02)25865859,臺北市大安區敦化南路二段67號地下1樓,安永聯合會計師事務所,黃敏如,許新民,InPsy,(03)5601813,ir@inpsy.com,https://www.inpsy.com,30038718
1150908,7899,景美科技股份有限公司,景美,－ ,24,"6 F.-7, No. 2, Sanmin Rd., Tucheng DistNew Taipei City 236043, Taiwan (R.O.",28327652,陳吉良,羅麗文,鄭雅文,品牌總經理,何震宏,02-22671886,20060602,20260225,新台幣                 10.0000元,229035000,0,0,1,凱基證券股份有限公司股務代理部,02-23892999,台北市中正區重慶南路一段2號5樓,勤業眾信聯合會計師事務所,蘇定堅,許瑞隆,CMAT,02-22671820,cmat_egood@cmat-tek.com.tw,https://www.cmat-tek.com.tw,22903500
1150908,7901,大大寬頻股份有限公司,大大寬頻,－ ,27,"3 F.-1, No. 207, Sec. 2, Zhonghua Rd., Tucheng Dist.New Taipei City , Taiwan (R.O.C.)",79960093,張銘志,劉登榮,鄭又瑋,財務處副總經理,李浩吉,(02)8253-8866,20020515,20260121,新台幣                 10.0000元,600000000,0,0,1,宏遠證券股份有限公司股務代理部,(02)2326-8818,台北市信義路4段236號3樓,資誠聯合會計師事務所,吳仁杰,張淑瓊,DADA Broadband,(02)2262-0999,IR@dadabroadband.com,https://www.dadabroadband.com/,60000000
1150908,7902,宇越生醫科技股份有限公司,宇越生醫*,－ ,22,"33F-1, No.97, Sec. 1, Xintai 5th Rd.,Xizhi Dist., New Taipei City 221, Taiwan",83304134,秦嘉鴻,龐德玲,郭正宜,副總經理,龐德玲,02-2697-2200,20201208,20260122,新台幣                  1.0000元,200605000,0,0,1,福邦證券股份有限公司股務代理部,02-2371-1658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,蔡蓓華會計師,顏裕芳會計師,UWELL,02-2697-2255,fn83304134@uwell.com.tw,http://www.uwell.com.tw/,200605000
1150908,7904,任開數位媒體行銷股份有限公司,任開數位,－ ,36,"8 F., No. 480, Ruiguang Rd., Neihu Dist.,Taipei City 114063, Taiwan",29170101,李鐘培,蔡耀仁,王偉任,執行長,空缺待補,(02)2393-6321,20100716,20260123,新台幣                 10.0000元,150000000,0,0,1,凱基證券股份有限公司股務代理部,(02)2389-2999,台北市中正區重慶南路一段2號5樓,安侯建業聯合會計師事務所,韓沂璉,毛聖崴,Citiesocial,02-23936321,ir@citiesocial.com,https://www.citiesocial.com/,15000000
1150908,7907,錸恩帕斯科技股份有限公司,錸恩帕斯,－ ,31,"2 F., No. 50, Yongkehuan Rd., Yongkang Dist.,Tainan City 710051, Taiwan",25076250,陳俊尹,陳俊尹,林惠真,副總經理,高金蘭,06-2031585,20091126,20260422,新台幣                 10.0000元,393929700,0,0,1,台新綜合證券 股務代理部,02-2504-8125,台北市中山區建國北路一段96號B1,勤業眾信聯合會計師事務所,廖鴻儒,吳長駿,LPST,06-2043188,IR@lpst.com.tw,https://www.lpst.com.tw,39392970
1150908,7909,鈺祥企業股份有限公司,鈺祥,－ ,24,"17F., No. 866-7, Zhongzheng Rd., Zhonghe Dist., New Taipei City 235New Taipei City 235, Taiwan (R.O.C.)",22466564,莊士杰,莊士杰,蔡呈佑,資深經理,莊士顯,(02)22257858,19870616,20260325,新台幣                 10.0000元,705926500,0,0,1,凱基證券股份有限公司股務代理部,0222257858,台北市中正區重慶南路1段2號5樓,資誠聯合會計師事務所,王菘澤,楊蕙慈,YE SIANG,(02)22250107,ir@yesiang.com,https://www.yesiang.com/,70592650
1150908,7911,阿波羅電力股份有限公司,阿波羅電力,－ ,35,"28 F.-6, No. 213, Chaofu Rd., Xitun Dist.,Taichung City 407609, Taiwan (R.O.C.)",91066655,王惠民,吳俊儀,吳俊儀,總經理,陳飛文,(04)2254-6688,20210514,20260428,新台幣                 10.0000元,400000000,0,0,1,永豐金證券(股)公司股務代理部,(02)2381-6288,台北市中正區博愛路17號3樓,眾智聯合會計師事務所,楊永成,莊雯秋,Apollo power,(04)2254-3366,service@re100.com.tw,https://re100.com.tw,40000000
